Id,Date,Time,CO2_(dinning-room),CO2_room,Relative_humidity_(dinning-room),Relative_humidity_room,Lighting_(dinning-room),Lighting_room,Meteo_Rain,Meteo_Sun_dusk,Meteo_Wind,Meteo_Sun_light_in_west_facade,Meteo_Sun_light_in_east_facade,Meteo_Sun_light_in_south_facade,Meteo_Sun_irradiance,Outdoor_relative_humidity_Sensor,Day_of_the_week,Indoor_temperature_room
723,21/03/2012,00:30,201.963,201.003,40.48,55.4027,11.6053,13.3467,0.933333,0.782,3.606,0.0,0.0,0.0,-2.964,83.4027,3.0,11.8547
724,21/03/2012,00:45,201.867,201.088,40.74,55.5733,11.3447,13.5413,0.0,1.266,4.19933,0.0,0.0,0.0,-3.25067,83.4347,3.0,11.8493
725,21/03/2012,01:00,201.984,201.643,40.5827,55.7147,11.4427,13.8507,0.0,1.31,3.88067,0.0,0.0,0.0,-3.12,83.5893,3.0,11.8553
726,21/03/2012,01:15,202.027,202.251,41.0107,55.7387,11.622,13.8507,0.0,0.958,3.50467,0.0,0.0,0.0,-3.042,80.4667,3.0,11.838
727,21/03/2012,01:30,202.261,201.397,40.78,56.3867,11.7033,13.672,0.0,0.782,2.44933,0.0,0.0,0.0,-3.18533,80.616,3.0,11.8653
728,21/03/2012,01:45,201.152,202.635,41.152,56.744,11.6053,13.7693,0.0,0.826,1.55467,0.0,0.0,0.0,-3.12,81.2427,3.0,11.8967
729,21/03/2012,02:00,201.696,201.419,41.1453,56.3147,11.524,13.8667,0.0,0.694,2.274,0.0,0.0,0.0,-3.18533,80.4107,3.0,11.8933
730,21/03/2012,02:15,201.931,201.824,42.0133,58.5013,11.5073,14.192,0.0,0.65,1.40133,0.0,0.0,0.0,-3.18533,80.9973,3.0,11.8867
731,21/03/2012,02:30,202.059,202.72,43.3173,59.0987,11.6867,12.94,0.0,0.738,0.948,0.0,0.0,0.0,-3.12,80.592,3.0,11.9067
732,21/03/2012,02:45,202.592,203.317,44.1493,60.1867,11.6867,13.72,0.0,0.694,0.684,0.0,0.0,0.0,-3.238,80.6427,3.0,11.94
733,21/03/2012,03:00,202.752,203.787,45.824,61.2853,11.5073,13.7853,0.0,0.694,0.202667,0.0,0.0,0.0,-3.25067,81.5707,3.0,11.9267
734,21/03/2012,03:15,202.827,204.235,45.3813,61.056,11.6053,13.916,0.0,0.65,0.223333,0.0,0.0,0.0,-3.10733,82.192,3.0,11.92
735,21/03/2012,03:30,202.88,204.117,46.4533,60.736,11.6867,13.2,0.0,0.826,0.036,0.0,0.0,0.0,-3.12,82.544,3.0,11.9033
736,21/03/2012,03:45,202.88,203.787,46.872,60.68,11.6053,13.948,0.0,0.958,0.222667,0.0,0.0,0.0,-3.18533,82.3627,3.0,11.89
737,21/03/2012,04:00,202.816,203.915,46.8853,60.4293,11.6053,13.5907,0.0,0.87,0.813333,0.0,0.0,0.0,-3.042,81.9253,3.0,11.8767
738,21/03/2012,04:15,203.445,204.469,48.3333,60.992,11.524,13.688,0.0,0.826,0.458667,0.0,0.0,0.0,-3.042,81.8187,3.0,11.89
739,21/03/2012,04:30,202.944,204.875,48.4933,60.8053,11.6867,13.8507,0.0,0.826,0.111333,0.0,0.0,0.0,-3.18533,81.5867,3.0,11.8487
740,21/03/2012,04:45,203.232,205.035,49.8027,61.0747,11.426,13.3467,0.0,0.738,0.0386667,0.0,0.0,0.0,-3.12,82.3307,3.0,11.838
741,21/03/2012,05:00,203.765,205.408,49.4827,61.144,11.7033,13.948,0.0,0.65,0.267333,0.0,0.0,0.0,-3.042,82.4587,3.0,11.85
742,21/03/2012,05:15,203.691,205.355,48.8187,60.8773,11.6867,13.7853,0.0,0.65,0.809333,0.0,0.0,0.0,-3.18533,82.3573,3.0,11.838
743,21/03/2012,05:30,203.84,205.248,48.056,60.7467,11.6053,13.6227,0.0,0.826,0.0,0.0,0.0,0.0,-3.042,82.24,3.0,11.826
744,21/03/2012,05:45,204.064,206.005,47.7147,60.464,11.524,13.932,0.0,7.856,0.174,0.0,0.0,0.0,-3.12,82.8747,3.0,11.8067
745,21/03/2012,06:00,204.864,206.56,47.3413,60.2373,11.622,13.7533,0.0,132.396,0.392667,0.0,0.0,0.0,-3.042,83.6213,3.0,11.7733
746,21/03/2012,06:15,205.557,207.253,49.064,61.0587,11.768,13.5907,0.0,471.253,0.036,0.0,0.0,0.0,-0.129333,83.04,3.0,11.7633
747,21/03/2012,06:30,205.205,207.52,48.5547,61.1493,11.2633,19.5293,0.0,611.84,0.0,0.0,616.448,265.216,10.96,83.4347,3.0,11.7367
748,21/03/2012,06:45,205.92,207.808,47.9307,60.88,14.5493,23.584,0.0,611.968,0.0,831.488,1727.49,1569.79,25.02,83.5253,3.0,11.7267
749,21/03/2012,07:00,205.92,208.608,49.0827,61.0213,20.726,23.504,0.0,612.309,0.0386667,1842.18,1856.51,2014.21,33.0253,83.3813,3.0,11.6847
750,21/03/2012,07:15,206.592,209.76,48.744,61.1013,19.524,23.4213,0.0,612.352,0.254,1763.33,1727.49,1691.65,30.6553,83.328,3.0,11.686
751,21/03/2012,07:30,207.616,210.56,49.7467,61.176,21.67,23.4053,0.0,612.395,0.474,2179.07,2566.14,2659.33,42.4893,83.1787,3.0,11.658
752,21/03/2012,07:45,209.077,211.104,48.304,60.9493,21.3273,23.7973,0.0,612.437,0.422667,2429.95,3211.26,2688.0,41.66,82.4853,3.0,11.6387
753,21/03/2012,08:00,209.781,211.883,49.48,61.096,21.5887,23.584,0.0,612.48,1.07333,3526.66,4178.94,3820.54,64.2187,82.208,3.0,11.6233
754,21/03/2012,08:15,210.592,211.979,48.9413,60.992,21.2293,23.144,0.0,612.48,1.80933,5626.88,5433.34,5555.2,95.192,81.536,3.0,11.62
755,21/03/2012,08:30,211.04,212.096,50.6693,61.2533,21.166,23.944,0.0,612.651,1.38,5605.38,6056.96,6487.04,109.664,80.8693,3.0,11.6233
756,21/03/2012,08:45,212.0,212.053,50.576,61.168,21.3287,23.0627,0.0,612.864,1.184,5347.33,6408.19,6766.59,114.112,80.2427,3.0,11.6233
757,21/03/2012,09:00,211.883,211.755,50.3413,61.2213,24.0927,36.6427,0.0,614.08,0.707333,8744.62,27065.3,24494.8,251.573,80.1493,3.0,11.65
758,21/03/2012,09:15,211.285,211.616,50.464,60.6747,40.406,96.5227,0.0,617.963,0.458667,18397.2,62214.1,60619.4,511.499,78.2347,3.0,11.748
759,21/03/2012,09:30,211.541,211.68,49.6133,59.1787,28.0173,56.816,0.0,618.261,1.424,10062.8,32341.3,32171.3,319.563,76.688,3.0,11.89
760,21/03/2012,09:45,212.064,211.573,49.032,57.944,23.2487,49.6693,0.0,617.024,0.590667,16153.3,23283.0,25968.6,359.819,75.6533,3.0,12.0113
761,21/03/2012,10:00,211.808,211.424,47.9573,57.488,27.136,53.0667,0.0,618.005,0.256667,18583.6,26787.8,28966.9,387.456,75.1787,3.0,12.1273
762,21/03/2012,10:15,212.128,211.424,47.2507,57.5733,34.6853,70.7573,0.0,618.432,0.158,19287.4,28013.9,33723.7,430.709,74.7333,3.0,12.2493
763,21/03/2012,10:30,212.203,210.976,47.0213,57.3867,45.4947,87.0933,0.0,619.968,0.329333,19810.3,36453.0,50475.0,552.405,74.1493,3.0,12.446
764,21/03/2012,10:45,212.48,211.147,46.7573,56.824,60.1013,113.752,0.0,620.48,0.918667,14513.2,34712.2,66054.8,605.717,73.384,3.0,12.6727
765,21/03/2012,11:00,211.957,210.987,46.4907,56.1547,91.9053,121.019,0.0,621.675,1.39533,14284.8,31023.8,80871.4,779.264,72.912,3.0,12.9413
766,21/03/2012,11:15,212.384,211.339,46.2853,55.7653,100.944,140.064,0.0,622.357,1.82333,13709.3,27904.7,92353.9,861.803,72.3653,3.0,13.2507
767,21/03/2012,11:30,212.032,210.891,46.52,55.712,99.9627,135.883,0.0,622.272,2.72267,13903.9,22730.8,86152.5,828.587,72.1013,3.0,13.5507
768,21/03/2012,11:45,212.192,218.571,46.6133,55.9387,94.0573,125.771,0.0,622.144,1.50667,14320.6,20094.0,81258.5,818.933,71.1413,3.0,13.9167
769,21/03/2012,12:00,214.272,272.576,47.888,55.9227,105.139,162.965,0.0,621.845,2.13267,15988.7,13796.4,92310.2,869.632,70.3333,3.0,15.1893
770,21/03/2012,12:15,216.736,246.091,46.8187,53.2827,86.0987,130.235,0.0,621.12,2.276,19476.1,10148.2,85400.9,808.363,70.4907,3.0,15.706
771,21/03/2012,12:30,220.011,318.592,46.1573,56.1227,83.8267,138.763,0.0,621.248,2.43267,25777.5,10837.0,95180.1,860.672,70.216,3.0,15.814
772,21/03/2012,12:45,224.235,463.317,46.0027,57.8453,81.8027,125.083,0.0,620.864,3.17733,27796.8,9081.86,95163.7,817.28,69.8773,3.0,16.3827
773,21/03/2012,13:00,229.92,382.976,45.7547,56.168,81.9813,124.544,0.0,619.925,2.458,36798.5,8279.04,93601.8,799.36,69.336,3.0,16.4167
774,21/03/2012,13:15,235.52,322.549,45.6507,56.2027,81.8213,112.091,0.0,619.627,2.98467,48696.0,8121.34,89735.2,785.579,68.9173,3.0,16.4647
775,21/03/2012,13:30,237.632,282.4,45.7787,56.024,81.584,113.232,0.0,619.328,2.57667,61497.3,8314.88,85243.2,767.317,68.72,3.0,16.5753
776,21/03/2012,13:45,238.581,263.445,45.6747,56.0,81.7413,113.093,0.0,619.2,2.838,72439.1,8429.57,80713.0,746.624,68.2933,3.0,16.698
777,21/03/2012,14:00,237.685,242.411,46.016,55.9893,67.3973,93.088,0.0,619.115,2.878,80633.9,8572.93,76111.9,723.285,67.9787,3.0,16.7973
778,21/03/2012,14:15,235.968,231.2,46.8693,56.144,49.552,80.6667,0.0,618.816,2.37533,84742.1,8580.1,69909.2,673.771,67.368,3.0,16.916
779,21/03/2012,14:30,233.877,229.696,48.1147,56.1893,55.472,83.44,0.0,618.987,1.984,93503.5,9569.28,69528.2,688.128,66.7573,3.0,16.97
780,21/03/2012,14:45,231.787,221.813,48.8827,56.272,51.6667,62.072,0.0,619.499,2.326,94978.0,10106.9,64536.6,661.653,66.2027,3.0,17.0593
781,21/03/2012,15:00,226.656,225.696,52.0507,56.4693,44.1253,52.744,0.0,618.731,2.45467,93225.0,9533.44,52407.0,595.605,65.8987,3.0,17.11
782,21/03/2012,15:15,227.968,277.92,53.1413,56.9173,41.516,43.28,0.0,618.347,2.026,91761.3,9354.24,45681.3,561.301,65.248,3.0,17.352
783,21/03/2012,15:30,237.824,305.408,55.728,57.448,37.1893,35.0613,0.0,618.219,2.00267,85927.3,8694.78,36102.8,509.547,65.2533,3.0,17.6113
784,21/03/2012,15:45,245.216,302.368,55.848,57.6347,31.2893,25.3413,0.0,617.877,1.89533,92225.5,8250.37,28599.6,459.968,65.4427,3.0,17.7367
785,21/03/2012,16:00,240.48,266.763,56.712,58.032,27.2693,28.64,0.0,617.664,2.19467,86048.8,7576.58,21907.1,404.245,65.656,3.0,17.7447
786,21/03/2012,16:15,222.891,228.789,58.5307,58.9413,20.9847,23.9093,0.0,617.195,2.06067,74290.5,6651.9,14806.4,317.285,66.264,3.0,17.5073
787,21/03/2012,16:30,215.424,219.253,58.7227,59.3067,21.0673,22.5867,0.0,616.853,1.84,59438.8,5526.53,10213.0,228.333,66.6373,3.0,17.3927
788,21/03/2012,16:45,213.163,215.264,58.6453,59.248,21.1653,23.5213,0.0,616.128,1.83333,51586.4,5218.3,8249.0,191.803,66.9493,3.0,17.28
789,21/03/2012,17:00,211.691,213.525,58.7307,59.3067,21.084,23.3227,0.0,615.829,1.566,42681.3,4401.15,6300.67,142.091,67.1253,3.0,17.2067
790,21/03/2012,17:15,212.821,214.165,58.2373,59.072,21.2467,23.6027,0.0,614.528,1.18467,3892.22,1419.26,1842.18,38.3507,67.048,3.0,17.1067
791,21/03/2012,17:30,212.747,213.643,58.592,59.4667,21.1487,23.9093,0.0,613.845,1.12333,3060.74,1175.55,1404.93,29.7427,67.368,3.0,17.0067
792,21/03/2012,17:45,211.797,212.907,58.712,59.688,21.3273,22.9813,0.0,613.76,0.0,1784.83,0.0,1146.88,18.4067,67.536,3.0,16.8973
793,21/03/2012,18:00,209.493,210.805,58.6907,59.808,12.8247,23.44,0.0,613.76,0.0,344.064,0.0,0.0,8.34267,67.6907,3.0,16.7653
794,21/03/2012,18:15,210.24,210.784,58.872,60.128,11.6053,14.828,0.0,610.56,0.124667,0.0,0.0,0.0,-0.117333,68.008,3.0,16.6873
795,21/03/2012,18:30,211.691,209.76,58.9973,60.5067,11.7033,13.3467,0.0,237.661,0.344667,0.0,0.0,0.0,-3.512,68.7307,3.0,16.5627
796,21/03/2012,18:45,211.435,211.317,58.6133,60.96,11.6053,13.3467,0.0,17.9573,0.625333,0.0,0.0,0.0,-3.44667,69.2827,3.0,16.4667
797,21/03/2012,19:00,212.789,213.173,59.2213,61.4053,11.524,13.3467,0.0,1.31,0.599333,0.0,0.0,0.0,-3.316,70.0293,3.0,16.4027
798,21/03/2012,19:15,213.195,213.621,60.28,61.9547,11.622,13.9973,0.0,0.65,0.191333,0.0,0.0,0.0,-3.25067,70.3147,3.0,16.304
799,21/03/2012,19:30,213.963,215.616,60.9573,62.376,11.6867,13.2653,0.0,0.65,0.0,0.0,0.0,0.0,-3.44667,70.2453,3.0,16.1887
800,21/03/2012,19:45,214.965,215.957,60.952,62.4933,11.6053,13.1027,0.0,0.65,0.072,0.0,0.0,0.0,-3.57733,70.464,3.0,16.072
801,21/03/2012,20:00,215.157,215.936,60.6987,62.5947,11.6053,13.916,0.0,0.65,0.124,0.0,0.0,0.0,-3.316,70.536,3.0,15.964
802,21/03/2012,20:15,214.603,216.48,59.9173,62.3413,11.524,14.5,0.0,0.65,0.542667,0.0,0.0,0.0,-3.25067,70.808,3.0,15.8567
803,21/03/2012,20:30,216.576,216.704,59.808,62.48,11.7033,13.3293,0.0,0.65,0.474667,0.0,0.0,0.0,-3.316,71.0907,3.0,15.726
804,21/03/2012,20:45,216.203,218.603,59.9333,62.5627,11.7033,12.7767,0.0,0.65,0.191333,0.0,0.0,0.0,-3.316,71.1547,3.0,15.5813
805,21/03/2012,21:00,216.171,216.107,59.1147,61.9573,11.524,13.428,0.0,0.65,0.088,0.0,0.0,0.0,-3.316,70.9173,3.0,15.4713
806,21/03/2012,21:15,215.488,215.467,59.7093,62.1573,11.524,13.428,0.0,0.65,0.124667,0.0,0.0,0.0,-3.18533,71.1067,3.0,15.344
807,21/03/2012,21:30,215.093,217.195,60.1227,62.528,11.6053,13.3467,0.0,0.65,0.0,0.0,0.0,0.0,-3.12,71.3653,3.0,15.2293
808,21/03/2012,21:45,215.915,216.608,59.8587,62.3627,11.7847,13.3467,0.0,0.65,0.072,0.0,0.0,0.0,-3.316,71.2267,3.0,15.1033
809,21/03/2012,22:00,214.827,216.683,57.9893,60.8107,11.5407,13.948,0.0,0.65,0.0953333,0.0,0.0,0.0,-3.25067,70.1733,3.0,15.0027
810,21/03/2012,22:15,213.045,213.696,55.336,58.208,11.6867,12.4353,0.0,0.65,0.0413333,0.0,0.0,0.0,-3.18533,68.5253,3.0,14.876
811,21/03/2012,22:30,212.064,212.128,54.496,56.7547,11.7847,13.7533,0.0,0.65,0.0493333,0.0,0.0,0.0,-3.25067,67.68,3.0,14.7
812,21/03/2012,22:45,212.384,212.683,54.3093,56.3173,11.524,13.7693,0.0,0.65,0.106667,0.0,0.0,0.0,-3.12,67.1653,3.0,14.5573
813,21/03/2012,23:00,211.819,212.149,53.712,56.1093,11.524,13.0213,0.0,0.65,0.351333,0.0,0.0,0.0,-3.25067,66.9973,3.0,14.4067
814,21/03/2012,23:15,211.659,212.629,53.1627,56.0347,11.5407,14.1267,0.0,0.65,0.71,0.0,0.0,0.0,-3.12,67.016,3.0,14.2767
815,21/03/2012,23:30,210.176,211.445,52.1947,55.2987,11.524,11.9307,0.0,0.65,0.731333,0.0,0.0,0.0,-3.316,66.4853,3.0,14.1207
816,21/03/2012,23:45,209.664,210.315,51.8667,54.6347,11.5073,13.5093,0.0,0.65,0.536,0.0,0.0,0.0,-3.18533,66.2267,3.0,13.986
817,22/03/2012,00:00,208.864,209.344,51.208,54.5787,11.622,13.4593,0.0,0.65,0.684,0.0,0.0,0.0,-3.25067,65.8187,3.06667,13.876
818,22/03/2012,00:15,207.392,209.141,50.8853,54.68,11.4427,13.3467,0.0,0.65,1.07,0.0,0.0,0.0,-3.12,65.4987,4.0,13.75
819,22/03/2012,00:30,207.115,208.896,50.648,54.5627,11.6053,13.948,0.0,0.65,0.966,0.0,0.0,0.0,-3.18533,65.2667,4.0,13.6513
820,22/03/2012,00:45,206.357,207.947,50.4907,54.3307,11.6053,13.768,0.0,0.65,1.18467,0.0,0.0,0.0,-3.18533,64.9093,4.0,13.5307
821,22/03/2012,01:00,206.667,208.384,50.3467,54.5147,11.524,13.428,0.0,0.65,0.774,0.0,0.0,0.0,-3.25067,64.712,4.0,13.4267
822,22/03/2012,01:15,206.72,207.52,50.304,53.8267,11.8827,13.2813,0.0,0.65,0.916667,0.0,0.0,0.0,-3.10733,64.7627,4.0,13.3333
823,22/03/2012,01:30,205.835,207.04,50.272,54.1867,11.426,12.94,0.0,0.65,0.370667,0.0,0.0,0.0,-3.12,64.7253,4.0,13.256
824,22/03/2012,01:45,206.005,208.011,50.1707,53.864,11.6053,14.0453,0.0,0.65,0.503333,0.0,0.0,0.0,-3.042,64.072,4.0,13.14
825,22/03/2012,02:00,205.813,207.243,50.056,54.16,11.524,13.0047,0.0,0.65,0.392,0.0,0.0,0.0,-3.12,63.9387,4.0,13.0473
826,22/03/2012,02:15,205.365,207.051,50.016,54.0347,11.524,13.428,0.0,0.65,0.153333,0.0,0.0,0.0,-3.12,63.6,4.0,12.93
827,22/03/2012,02:30,205.216,207.616,50.0667,55.1867,11.6053,14.4993,0.0,0.65,0.864667,0.0,0.0,0.0,-3.18533,63.488,4.0,12.8367
828,22/03/2012,02:45,205.493,207.264,50.0933,55.3387,11.524,13.1027,0.0,0.65,0.835333,0.0,0.0,0.0,-3.042,63.4267,4.0,12.708
829,22/03/2012,03:00,205.067,206.869,50.064,55.7333,11.4427,14.3213,0.0,0.65,1.10733,0.0,0.0,0.0,-3.12,63.528,4.0,12.61
830,22/03/2012,03:15,205.621,207.072,50.0907,55.6213,11.6867,13.3467,0.0,0.65,0.872,0.0,0.0,0.0,-3.18533,63.6773,4.0,12.5013
831,22/03/2012,03:30,205.269,206.933,50.056,54.96,11.524,13.3787,0.0,0.65,0.682,0.0,0.0,0.0,-3.042,63.5627,4.0,12.3887
832,22/03/2012,03:45,205.184,206.624,50.0747,54.9973,11.328,13.3627,0.0,0.65,0.687333,0.0,0.0,0.0,-3.042,63.5547,4.0,12.2867
833,22/03/2012,04:00,204.736,207.776,50.1147,54.7093,11.524,13.3467,0.0,0.65,0.184,0.0,0.0,0.0,-3.12,63.352,4.0,12.1647
834,22/03/2012,04:15,205.323,208.235,50.288,54.1973,11.524,13.6227,0.0,0.65,0.546667,0.0,0.0,0.0,-3.18533,63.5227,4.0,12.0613
835,22/03/2012,04:30,205.387,207.232,50.3147,54.3093,11.5073,14.0947,0.0,0.65,0.46,0.0,0.0,0.0,-3.12,63.7573,4.0,11.9567
836,22/03/2012,04:45,204.853,207.648,50.2533,54.84,11.6053,13.428,0.0,0.65,1.08333,0.0,0.0,0.0,-3.18533,63.768,4.0,11.862
837,22/03/2012,05:00,205.707,207.264,50.44,54.3813,11.3613,13.1833,0.0,0.65,0.233333,0.0,0.0,0.0,-3.12,63.8853,4.0,11.74
838,22/03/2012,05:15,204.875,207.104,50.272,55.152,11.6053,13.948,0.0,0.65,0.406667,0.0,0.0,0.0,-3.042,63.9227,4.0,11.6453
839,22/03/2012,05:30,205.067,208.139,50.3787,54.808,11.622,12.956,0.0,1.178,0.248667,0.0,0.0,0.0,-3.042,63.96,4.0,11.5453
840,22/03/2012,05:45,205.899,208.171,50.3467,55.0053,11.5073,14.0133,0.0,21.952,0.681333,0.0,0.0,0.0,-3.042,64.064,4.0,11.42
841,22/03/2012,06:00,205.717,207.712,50.3627,55.392,11.4427,13.2653,0.0,325.707,0.614667,0.0,0.0,0.0,-3.02933,64.0933,4.0,11.32
842,22/03/2012,06:15,205.696,208.16,50.424,55.048,11.6867,17.2207,0.0,611.2,0.524,0.0,845.824,143.36,2.746,63.9813,4.0,11.2247
843,22/03/2012,06:30,206.197,208.277,50.312,54.96,18.6613,23.4853,0.0,611.712,0.48,3956.74,19908.6,4544.51,26.6073,64.0133,4.0,11.144
844,22/03/2012,06:45,206.048,208.085,50.5253,54.8053,21.148,23.4213,0.0,613.803,0.376667,8314.88,50473.6,12907.2,72.96,64.208,4.0,11.0893
845,22/03/2012,07:00,206.133,208.085,50.04,55.7973,21.3107,23.2427,0.0,615.445,0.324,10163.9,60153.9,20272.5,118.917,64.1813,4.0,11.076
846,22/03/2012,07:15,206.091,208.192,49.8773,55.8987,21.2467,23.5853,0.0,616.555,0.454,11401.9,66505.4,28532.7,168.251,63.8107,4.0,11.0787
847,22/03/2012,07:30,206.325,208.448,49.7867,55.816,21.1473,24.5587,0.0,617.408,0.910667,12419.1,71434.2,37079.7,220.661,63.5387,4.0,11.1067
848,22/03/2012,07:45,206.965,208.064,49.6693,55.8907,21.23,36.1053,0.0,618.048,0.947333,13444.4,75270.8,45305.9,273.152,62.9573,4.0,11.1513
849,22/03/2012,08:00,206.219,207.872,49.664,55.5867,21.4093,46.792,0.0,618.773,1.016,14627.5,77466.3,53054.1,323.989,62.4107,4.0,11.2247
850,22/03/2012,08:15,206.485,207.136,49.6533,55.2133,29.8893,55.4453,0.0,619.2,1.33267,15358.0,78637.7,60263.1,374.613,61.952,4.0,11.3453
851,22/03/2012,08:30,206.272,206.709,49.5813,54.6853,33.3067,83.5307,0.0,619.712,1.71867,16104.1,79691.8,66898.6,423.701,61.488,4.0,11.5087
852,22/03/2012,08:45,206.485,206.784,49.464,54.1387,41.5787,103.397,0.0,620.096,2.08933,17401.2,79861.1,73067.2,474.155,61.0347,4.0,11.7213
853,22/03/2012,09:00,207.232,208.277,49.3947,53.5867,44.16,113.264,0.0,620.48,2.37067,17063.9,82001.9,78929.9,520.491,60.6907,4.0,11.9413
854,22/03/2012,09:15,207.851,208.384,49.352,53.2213,51.816,113.147,0.0,620.608,1.94467,15546.4,81881.8,83886.1,564.267,60.3893,4.0,12.1713
855,22/03/2012,09:30,207.712,208.224,49.2453,53.024,51.7387,131.819,0.0,621.419,1.15733,14168.1,78749.7,88435.4,601.408,60.2347,4.0,12.4453
856,22/03/2012,09:45,208.181,208.693,49.0293,52.7973,51.9973,143.019,0.0,621.845,1.25,12957.7,74926.8,93148.5,639.915,59.9653,4.0,12.7287
857,22/03/2012,10:00,208.245,208.587,48.88,52.5387,77.5627,142.763,0.0,623.125,1.41867,12060.7,68750.0,95436.8,679.552,59.2053,4.0,13.046
858,22/03/2012,10:15,208.459,208.949,48.784,52.1733,81.7413,143.28,0.0,623.595,1.91933,10914.5,59471.2,95436.8,712.661,58.3707,4.0,13.37
859,22/03/2012,10:30,208.587,208.32,48.632,51.8347,81.904,142.256,0.0,623.509,1.794,10121.2,47777.1,95447.7,740.48,57.4693,4.0,13.736
860,22/03/2012,10:45,208.469,208.683,48.408,51.632,81.7627,142.928,0.0,623.68,1.30267,9540.61,34930.7,95475.0,763.861,56.3653,4.0,14.0913
861,22/03/2012,11:00,208.779,208.448,48.1413,51.4133,81.7253,142.779,0.0,623.979,0.979333,9010.18,24479.1,95518.7,782.592,55.6133,4.0,14.44
862,22/03/2012,11:15,208.757,208.853,47.9093,50.872,82.0027,142.848,0.0,624.235,0.817333,8537.09,18253.1,95518.7,799.744,54.824,4.0,14.7947
863,22/03/2012,11:30,209.365,208.843,47.944,51.2533,81.5627,143.2,0.0,623.467,1.96733,8343.55,14979.1,95475.0,800.939,55.0293,4.0,15.1373
864,22/03/2012,11:45,210.421,209.088,48.1013,51.4453,82.024,142.96,0.0,622.144,2.18067,8709.12,12757.0,95354.9,817.493,55.384,4.0,15.462
865,22/03/2012,12:00,211.541,210.08,48.096,51.3573,83.2107,142.448,0.0,621.76,2.36533,10263.2,10471.1,95234.7,825.472,55.2133,4.0,15.7833
866,22/03/2012,12:15,212.619,212.267,48.1547,51.5307,81.504,142.768,0.0,621.76,2.51733,13344.1,9425.92,95191.0,828.544,55.24,4.0,16.054
867,22/03/2012,12:30,227.52,276.853,47.7147,50.5013,81.6427,142.597,0.0,621.632,2.40533,18311.9,9562.11,95191.0,825.045,53.2427,4.0,16.412
868,22/03/2012,12:45,249.227,289.696,47.2613,50.2027,81.8427,139.301,0.0,621.248,2.20067,25724.2,8938.5,95207.4,816.0,53.5867,4.0,16.7027
869,22/03/2012,13:00,237.291,287.68,47.1547,50.4533,81.664,113.141,0.0,620.437,2.71867,36110.3,8386.56,93055.7,802.859,54.008,4.0,16.9967
870,22/03/2012,13:15,229.803,242.944,46.776,50.0107,81.6827,113.579,0.0,620.48,2.59133,48231.8,8279.04,89079.8,785.195,53.768,4.0,17.1533
871,22/03/2012,13:30,222.763,223.232,47.016,50.4133,81.5013,113.248,0.0,620.139,2.60333,61472.8,8429.57,84757.2,768.256,52.768,4.0,17.3093
872,22/03/2012,13:45,217.099,216.203,45.5147,49.192,81.424,107.067,0.0,619.84,2.44,72182.4,8508.42,80420.9,749.141,52.264,4.0,17.4413
873,22/03/2012,14:00,214.539,213.045,45.472,49.9227,73.4027,83.264,0.0,619.499,3.05933,80085.0,8494.08,75328.2,723.797,51.6373,4.0,17.5967
874,22/03/2012,14:15,214.336,211.584,46.3253,50.5467,51.8187,83.4453,0.0,619.2,2.91667,87463.3,8572.93,69577.4,694.741,51.4213,4.0,17.7107
875,22/03/2012,14:30,212.309,210.571,45.968,50.4107,51.3093,67.024,0.0,619.243,2.53867,90385.1,8680.45,63354.2,658.731,50.68,4.0,17.8047
876,22/03/2012,14:45,212.139,209.952,45.272,50.1867,51.3387,53.184,0.0,619.115,2.43533,91701.2,8823.81,56647.7,622.485,49.464,4.0,17.9047
877,22/03/2012,15:00,210.581,209.952,43.7413,49.6267,41.516,46.9733,0.0,618.987,2.28933,91876.0,8694.78,49375.9,584.939,48.3067,4.0,17.98
878,22/03/2012,15:15,211.328,239.371,43.7093,49.7893,41.276,43.0373,0.0,618.603,2.82933,89030.7,8193.02,41563.5,543.296,46.856,4.0,18.0693
879,22/03/2012,15:30,214.4,270.347,43.2933,49.5413,35.9227,38.5467,0.0,618.219,2.80733,88484.5,7655.42,33475.2,499.328,45.912,4.0,18.1167
880,22/03/2012,15:45,216.096,234.997,41.7653,47.1067,27.2047,27.7627,0.0,617.92,2.324,90101.1,7361.54,26148.9,453.205,45.1467,4.0,18.1433
881,22/03/2012,16:00,232.096,305.237,41.8013,47.8053,20.9853,23.44,0.0,617.877,2.88067,87930.2,7139.33,19993.9,405.163,41.2667,4.0,18.2793
882,22/03/2012,16:15,241.344,332.981,43.632,47.912,21.1827,23.78,0.0,617.451,2.558,87689.9,6995.97,15587.3,357.995,47.448,4.0,18.32
883,22/03/2012,16:30,239.307,286.517,46.3947,49.6,21.3447,22.4707,0.0,617.28,2.76933,81442.1,6845.44,12505.1,305.856,50.832,4.0,18.2767
884,22/03/2012,16:45,235.659,263.424,46.7653,49.7493,20.904,21.228,0.0,616.64,2.73533,74582.7,6601.73,10156.4,257.728,49.9627,4.0,18.2467
885,22/03/2012,17:00,230.592,249.131,45.688,49.7867,21.2473,21.4893,0.0,616.512,2.358,68845.6,6207.49,8601.6,205.984,47.9307,4.0,18.208
886,22/03/2012,17:15,224.704,236.992,45.4773,49.1253,21.066,21.8493,0.0,616.0,2.408,61475.5,5440.51,7390.21,153.856,50.6347,4.0,18.1467
